id,work_area_id,resource_type,resource_name,quantity,unit,record_day,supplier,notes
,wa_lm300,machine,机械设备,10.0,set,309,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3)(1).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,309,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3)(1).xlsx
,wa_lm300,machine,机械设备,28.0,set,309,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3)(1).xlsx; detail=炮头机1台 挖掘机6台 后八轮5辆 前四后八车10辆 10方车6辆
,wa_lm300,labor,班组人数,2.0,person,309,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3)(1).xlsx
,wa_lm300,machine,机械设备,6.0,set,309,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3)(1).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,309,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3)(1).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,220,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,220,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,220,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,220,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,220,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,16.0,person,220,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3).xlsx
,wa_lm300,machine,机械设备,4.0,set,220,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3).xlsx; detail=炮头机3台 挖掘机1台
,wa_lm300,labor,班组人数,2.0,person,220,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3).xlsx
,wa_lm300,machine,机械设备,6.0,set,220,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,220,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,324,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(33).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,324,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(33).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,324,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(33).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,324,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(33).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,324,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(33).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,324,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(33).xlsx
,wa_lm300,machine,机械设备,27.0,set,324,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(33).xlsx; detail=炮头机1台 挖掘机5台 后八轮11辆 5方车10辆
,wa_lm300,labor,班组人数,2.0,person,324,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(33).xlsx
,wa_lm300,machine,机械设备,6.0,set,324,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(33).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,324,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(33).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,313,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(34).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,313,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(34).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,313,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(34).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,313,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(34).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,313,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(34).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,313,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(34).xlsx
,wa_lm300,machine,机械设备,20.0,set,313,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(34).xlsx; detail=炮头机2台 挖掘机3台 后八轮5辆 5方车10辆
,wa_lm300,labor,班组人数,2.0,person,313,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(34).xlsx
,wa_lm300,machine,机械设备,6.0,set,313,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(34).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,313,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(34).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,301,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(35).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,301,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(35).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,301,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(35).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,301,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(35).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,301,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(35).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,301,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(35).xlsx
,wa_lm300,machine,机械设备,22.0,set,301,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(35).xlsx; detail=炮头机3台 挖掘机4台 后八轮9辆 前四后八车6辆
,wa_lm300,labor,班组人数,2.0,person,301,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(35).xlsx
,wa_lm300,machine,机械设备,6.0,set,301,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(35).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,301,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(35).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,302,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(36).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,302,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(36).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,302,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(36).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,302,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(36).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,302,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(36).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,302,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(36).xlsx
,wa_lm300,machine,机械设备,21.0,set,302,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(36).xlsx; detail=炮头机3台 挖掘机4台 后八轮6辆 前四后八车8辆
,wa_lm300,labor,班组人数,2.0,person,302,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(36).xlsx
,wa_lm300,machine,机械设备,6.0,set,302,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(36).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,302,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(36).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,331,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(37).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,331,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(37).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,331,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(37).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,331,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(37).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,331,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(37).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,331,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(37).xlsx
,wa_lm300,machine,机械设备,14.0,set,331,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(37).xlsx; detail=炮头机2台 挖掘机4台 后八轮8辆
,wa_lm300,labor,班组人数,2.0,person,331,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(37).xlsx
,wa_lm300,machine,机械设备,6.0,set,331,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(37).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,331,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(37).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,307,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(38).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,307,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(38).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,307,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(38).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,307,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(38).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,307,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(38).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,307,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(38).xlsx
,wa_lm300,machine,机械设备,18.0,set,307,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(38).xlsx; detail=炮头机3台 挖掘机4台 后八轮7辆 前四后八车4辆
,wa_lm300,labor,班组人数,2.0,person,307,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(38).xlsx
,wa_lm300,machine,机械设备,6.0,set,307,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(38).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,307,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(38).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,330,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(39).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,330,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(39).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,330,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(39).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,330,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(39).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,330,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(39).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,330,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(39).xlsx
,wa_lm300,machine,机械设备,11.0,set,330,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(39).xlsx; detail=炮头机2台 挖掘机4台 后八轮5辆
,wa_lm300,labor,班组人数,2.0,person,330,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(39).xlsx
,wa_lm300,machine,机械设备,6.0,set,330,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(39).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,330,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(39).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,311,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(4).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,311,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(4).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,311,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(4).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,311,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(4).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,311,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(4).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,311,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(4).xlsx
,wa_lm300,machine,机械设备,18.0,set,311,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(4).xlsx; detail=炮头机3台 挖掘机3台 后八轮2辆 5方车10辆
,wa_lm300,labor,班组人数,2.0,person,311,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(4).xlsx
,wa_lm300,machine,机械设备,6.0,set,311,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(4).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,311,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(4).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,328,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(40).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,328,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(40).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,328,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(40).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,328,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(40).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,328,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(40).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,328,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(40).xlsx
,wa_lm300,machine,机械设备,15.0,set,328,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(40).xlsx; detail=炮头机2台 挖掘机6台 后八轮7辆
,wa_lm300,labor,班组人数,2.0,person,328,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(40).xlsx
,wa_lm300,machine,机械设备,6.0,set,328,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(40).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,328,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(40).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,326,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(41).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,326,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(41).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,326,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(41).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,326,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(41).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,326,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(41).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,326,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(41).xlsx
,wa_lm300,machine,机械设备,15.0,set,326,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(41).xlsx; detail=炮头机2台 挖掘机6台 后八轮7辆
,wa_lm300,labor,班组人数,2.0,person,326,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(41).xlsx
,wa_lm300,machine,机械设备,6.0,set,326,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(41).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,326,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(41).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,325,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(42).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,325,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(42).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,325,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(42).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,325,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(42).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,325,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(42).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,325,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(42).xlsx
,wa_lm300,machine,机械设备,15.0,set,325,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(42).xlsx; detail=炮头机2台 挖掘机6台 后八轮7辆
,wa_lm300,labor,班组人数,2.0,person,325,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(42).xlsx
,wa_lm300,machine,机械设备,6.0,set,325,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(42).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,325,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(42).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,306,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(43).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,306,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(43).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,306,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(43).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,306,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(43).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,306,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(43).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,306,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(43).xlsx
,wa_lm300,machine,机械设备,19.0,set,306,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(43).xlsx; detail=炮头机3台 挖掘机4台 后八轮4辆 前四后八车8辆
,wa_lm300,labor,班组人数,2.0,person,306,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(43).xlsx
,wa_lm300,machine,机械设备,6.0,set,306,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(43).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,306,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(43).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,323,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(44).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,323,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(44).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,323,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(44).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,323,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(44).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,323,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(44).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,323,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(44).xlsx
,wa_lm300,machine,机械设备,27.0,set,323,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(44).xlsx; detail=炮头机1台 挖掘机5台 后八轮11辆 5方车10辆
,wa_lm300,labor,班组人数,2.0,person,323,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(44).xlsx
,wa_lm300,machine,机械设备,6.0,set,323,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(44).xlsx; detail=挖机3台 装载机1台 后八轮2台
